ID,ARTISTE, PAYS,TITRE,ANNÉE ,ÉTIQUETTES,STYLE (S),TOP 250 TEXTES FRANÇAIS ,AUTEURS,LIENS ÉCOUTE STREAMING 
top-250-41,Bertrand Burgalat,France,Les choses qu'on ne peut dire à personne,2017,Tricatel,Avant-pop/electronica/ bossa nova/disco/ambient/lounge,"Voici un album de Bertrand Burgalat à l’image de son CV über-touffu (compositeur, réalisateur, remixeur, arrangeur, auteur, fondateur de l’étiquette Tricatel et chanteur, entre autres) : 19 pièces soignées – dont un tiers d’instrumentales – se trouvant, dans notre cartographie référentielle, à l’intersection du méridien Michel Polnareff-Philippe Katerine et du parallèle Ennio Morricone-Daft Punk. L’hétéroclisme des supports (électonica, bossa nova, disco, ambient, pop loungisante, etc.) stimule au max le noyau accumbens du musicophile. Le doué dandy Burgalat nous convainc tant avec ses propositions émouvantes (Tombeau pour David Bowie) qu’avec sa pop décontractante (Cœur défense). ",Luc Marchessault,https://www.deezer.com/en/album/40497141
top-250-42,Black Marble,États-Unis,It's Immaterial,2016,Ghostly International,Alternatif/synth-pop/post-punk/coldwave,"Enfilez votre casque d’écoute, perdez le fil du temps et laissez-vous guider par Black Marble et ses brumeuses compositions réunies dans un deuxième album... qui doit être écouté à maintes reprises pour en saisir l’ampleur. Lignes de synthés et guitares envoûtantes accompagnent le chant impassible de Chris Stewart. Au bout du compte, It’s Immaterial offre un foule de vers d’oreilles et le duo new-yorkais poursuit sa conquête des territoires coldwave.",Louis Paulhus,https://open.spotify.com/album/02ryxjBXuwxly7d0aWi5Gk?autoplay=true&v=L
top-250-43,Blood Orange,Royaume-Uni,Cupid Deluxe,2013,Domino Records,Avant-pop/brit pop/électro-pop/soul/R&B/jazz,"Sous le pseudo Blood Orange, la discographie de l’Afro-Britannique Dev Hynes révèle une des plus importantes signatures pop de cette décennie. Délicatesse, lascivité, androgynie, virilité, finesse, sophistication, raffinement, vision, voilà autant de qualités attribuables à cet artiste brillant. La musique de Blood Orange ratisse large et génère une avant-pop multigenre, multiculturelle, multiraciale, assortie d’une touche européenne malgré ses empreintes de R&B et soul jazz. En 2013, l’album Cupid Deluxe révélait toute l’étendue de sa palette, mais on aurait pu aisément choisir Freetown Sound, autre perle noire révélée en 2016. ",Alain Brunet,https://open.spotify.com/album/1bsLkHcWAGUao6Z1dHOEIB?autoplay=true&v=L
top-250-44,Boards of Canada,Royaume-Uni,Tomorrow’s Harvest ,2013,Warp,Électronique,"Rien à faire, ce son ne vieillit pas. Si ça se trouve, il prend de la valeur tant le duo écossais est à des lieues de tout ce qui se fait d’autre avec les synthés antiques. Oui, la nostalgie est dans le contrat, mais ce n’est qu’un effet secondaire. Ces comptines polaires résonnent comme des messages d’une autre dimension. Sur ce quatrième album, elles ont pris une tournure postapocalyptique. Gemini, une ouverture en forme de transmission radio fantomatique, donne le ton. On en oublie presque que, sous les ronronnements et le souffle magnétique, il y a des trames rap. ",Olivier Lalande,https://open.spotify.com/album/159ORixBSSemxiualv1Woj?si=i58axfFTRlecZ0B_Nm-45g
top-250-45,Bon Iver,États-Unis,Bon Iver,2011,Jagjaguwar,Folk rock/folktronica/pop de chambre,"Le deuxième album du cyber-folkster américain Bon Iver fut un sommet de création chansonnière, orchestration et réalisation au domaine de l’indie folk conçu dans un environnement numérique. On savait sa capacité à mettre ses tripes sur la table (For Emma, Forever Ago), de lier ses envolées poignantes de contre-ténor à un alliage singulier et visionnaire de folk, folk-rock, électro, musique de chambre. La proposition de cet album homonyne fut extraordinaire en ce sens, exigeante pour son exécution, riche dans son instrumentation, très chargée en émotions. Rappelons en outre que le prolongement sur scène fut un grand moment de transcendance. ",Alain Brunet,https://open.spotify.com/album/1JlvIsP2f6ckoa62aN7kLn?autoplay=true&v=L 
top-250-46,Borknagar,Norvège,Winter Thrice ,2016,Century Media Records,Black metal/progressive folk,"Le 10e disque de la formation norvégienne est important dans sa discographie parce qu’il combine les styles vocaux de Krysstofer «Garm» Rygg (Ulver, Arcturus), le tout premier chanteur de Borknagar, avec celle de son successeur, Vintersorg (Vintersorg). Au-delà de cette qualité, Winter Thrice est un album qui ne vieillit pas, en plus de mettre de l’avant toutes les influences musicales de Borknagar. Ça donne un album majestueux et inspirant qui a le don de nous transporter dans une dimension intemporelle.  ",Christine Fortier, https://www.deezer.com/us/artist/160978
top-250-47,Boy Harsher,États-Unis,Yr. Body is Nothing,2016,Nude Club,Synthwave,,Nora Harun,https://boyharsher.bandcamp.com/album/yr-body-is-nothing
top-250-48,Camille ,France,Ouï,2017,Because Music,Avant-pop / électro / classique contemporain / musique ancienne,"Depuis la décennie précédente, Camille Dalmais n'a cessé de renforcer sont statut d’artiste innovante, ça se poursuivait en 2017 avec Ouï, opus d’expression bilingue. Ses plus récentes expériences chorales puisent dans l’électro et les musiques contemporaines d’Europe et d’Amérique, mais aussi dans un florilège de chants très anciens. Soucieuse de préserver les acquis du passé, cette chanteuse, parolière et compositrice reste penchée vers l’avenir et poursuit une œuvre de plus en plus considérable. ",Alain Brunet,https://www.deezer.com/en/album/54263162
top-250-49,"Catrin Finch, Seckou Keita",Royaume-Uni / Sénégal,SOAR (bendigedig),2018,Presto Classical,Classique occidental/traditionnel ouest-africain,"Une harpe, une kora; une femme, un homme. C’est tout. Catrin Finch et Seckou Keita refont à l’envers le parcours des oiseaux migrateurs du Royaume-Uni jusqu’à l’Afrique de l’Ouest et, sous leurs doigts magiques, chaque instant crée l’émerveillement pur, un état méditatif, un moment de sérénité. Quelquefois, le Sénégalais ouvre la bouche. La noblesse et la chaleur bienveillantes qui émanent de son chant princier nous confirment alors que s’il est griot par sa mère, il est peut-être bien d’ascendance royale par son père, Keita, du Mali. Cela tombe bien d’ailleurs, car Finch, considérée comme la « harpiste officielle » du Prince de Galles selon une vieille tradition de la monarchie, est maintenant appelée « la reine » par ses fans du monde celte. Très beau match pour jouer du Bach à deux ou chanter l’île de Gorée. ",Ralph Boncy,https://open.spotify.com/album/2s5WYOg1fezE42u6X0GqJc
top-250-50,Cécile McLorin Salvant,États-Unis / France / Haïti,Woman Child,2012,Mack Avenue/Justin Time,Jazz moderne,"Gagnante haut la main de la Thelonious Monk International Jazz Competition en 2010, cette jeune adepte du chant lyrique a quitté le conservatoire Darius Milhaud, à Aix-en-Provence, pour revenir aux États-Unis. Les puristes comme le public l’ont accueillie à bras ouverts et l’ont élue illico la nouvelle reine des lecteurs et des critiques du réputé magazine jazz Downbeat. Finaliste mais battu aux Grammy Awards, Woman Child a été son premier enregistrement pour une étiquette américaine. L’artiste francophone prendra toutefois sa revanche en décrochant le fameux prix trois fois consécutives pour ses trois albums suivants, dont elle prendra aussi en charge la direction artistique avec humour et goût. ",Ralph Boncy,https://open.spotify.com/artist/6PkSULcbxFKkxdgrmPGAvn
top-250-51,Charles Bradley,États-Unis,No Time For Dreaming,2011,Daptone Records,Soul/funk ,"Au début de la soixantaine, le regretté Charles Bradley n’en était pas à ses premiers balbutiements lorsqu’il a fait son entrée en matière en solo avec l'album No Time For Dreaming. En compagnie du Menahan Street Band, The Screaming Eagle of Soul a marqué le monde musical avec ses chansons poignantes, puisant leur inspiration dans la soul et le funk des années 1960-1970. De la chanson d’amour à la critique sociale, le chanteur ouvrait son coeur et en déversait toute la bonté, grâce à une voix irremplaçable et une énergie salvatrice. ",Louis Paulhus,https://charlesbradley.bandcamp.com/album/no-time-for-dreaming
top-250-52,"Charles Richard-Hamelin, Kent Nagano, Orchestre symphonique de Montréal",Canada / Québec,Chopin : Concertos nos 1 et 2,2019,Analekta,Classique/romantique,"Pour Charles Richard-Hamelin, enregistrer les deux Concertos pour piano et orchestre de Frédéric Chopin allait de soi, mais encore fallait-il être à la hauteur des attentes très élevées à son endroit – vu sa médaille d'argent remportée au concours Chopin qui l'a fait naître internationalement. Devant public à l’automne 2018, il s’était illustré pour l’excellence de son jeu et la relation établie avec l’OSM sous la direction de Kent Nagano. L’accompagnement soyeux, sobre et relativement discret de l’orchestre permit une mise en valeur du soliste pour ainsi offrir un enregistrement magnifique, qui soutient la comparaison avec plusieurs enregistrements importants de ces deux concertos. ",Alain Brunet,https://open.spotify.com/album/6n4cr9Q90zI9Dn2BgvWwAh
top-250-53,Charli XCX,Royaume-Uni,True Romance ,2013,IAmSound Records,Emo dark wave/synth pop,"Avant de devenir la pop star que nous connaissons aujourd’hui, Charli XCX a commencé par écumer la scène underground du East London pour se faire un nom. Et cela n’a pas pris beaucoup de temps. Après quelques mixtapes et EP d’excellente facture, c’est en 2013 qu’elle a lancé son premier LP. Dans la mouvance emo-dark wave de ses débuts, cet album est une réussite, et d’autant plus impressionnante compte tenu de son jeune âge lors de sa création. Douze pistes à la fois sombres et acidulées que l’on prend plaisir à écouter encore et encore.  ",Benjamin Fabre,https://charli-xcx.bandcamp.com/album/true-romance-explicit
top-250-54,Chelsea Wolfe,États-Unis,Pain Is Beauty,2013,Sargent House,Folk/rock/industriel/gothique/ électro/darkwave,"Au fil de la décennie, la Californienne Chelsea Wolfe a enchaîné les enregistrements brillants : The Grime and the Glow (2010), Apokalypsis (2011), Pain Is Beauty (2013), Abyss (2015), Hiss Spun (2017) et Birth of Violence (2019). Prenons celui de 2013 à titre d’illustration parfaite de grande beauté générée par la douleur et le désemparement : voix nuancée et puissante de la soliste, contrastes marqués entre mélodies célestes et harmonies de l’enfer, entre percussions délicates et martèlements violents, entre folk et hardcore, entre instrumental et numérique. L’œuvre de Chelsea Wolfe est jalonnée de magnifiques hybridations malgré leur étrangeté apparente, excluant toutes comparaisons directes. ",Alain Brunet,https://open.spotify.com/album/4rpm9Ez8nfVsQvNmHDbgyp?autoplay=true&v=L
top-250-55,Christian Scott,États-Unis,Christian aTunde Adjuah,2012,Concord,Jazz contemporain,"L’offrande généreuse du trompettiste lui permet de faire ici ample démonstration de ses ambitions : élargir l’idiome jazz, créer une œuvre transcendante et accessible. Avec des compositions de facture moderne aux accents rock, hip-hop et R&B qui expriment les travers actuels et historiques de notre société, interprétées avec panache. À souligner, le jeu du guitariste Matthew Stevens, lequel convient à merveille à l’univers musical du leader, dont le nom d’adoption ouest-africain donne son titre à cet enregistrement. Un album fondateur. ",Patrick Bouchard,https://soundcloud.com/christian-scott-official/sets/christian-atunde-adjuah
top-250-56,Christos Hatzis,Canada,Going Home Star / L'Étoile du retour,2015,Centredisques ,Classique contemporain,"Le compositeur canadien Christos Hatzis a offert une œuvre dense, interprétée par le Winnipeg Symphony Orchestra, mais faisant aussi appel à des sons préenregistrés, à des éléments de djing et à la collaboration de la chanteuse Tanya Tagaq. Avec des clins d'œil au Steve Reich de Different Trains, au Sacre du printemps de Stravinsky et, toujours, en toile de fond, des chants de gorge inuits, Hatzis construit une partition touffue qui s'écoute comme un film. Un drame en fait, dont le sujet est le sort peu enviable des autochtones envoyés en rééducation dans des pensionnats religieux canadiens. Une grande œuvre. ",Réjean Beaucage,https://www.youtube.com/watch?v=B1SLTLArCms
top-250-57,Chronixx,Jamaïque,Chronology,2017,Virgin / EMI,Roots reggae / dancehall,"À Spanish Town, la relance reggae se nomme Chronixx.  Figure de proue d’une nouvelle vague d’artistes jamaïcians, ce chanteur absolument magnétique  s’inscrit dans l'importante lignée roots-reggae, dub, ska, rocksteady, dancehall, et peut y conférer des arômes  soca, calypso, hip-hop, rock ou R&B. Son approche est on ne peut plus respectueuse de sa culture mais s’inscrit dans une mouvance plus vaste, surtout dans la manière de jouer et d’ornementer le  répertoire. Culture caribéenne, africaine, mondiale, assurément contagieuse, force est de conclure à l’écoute de Chronology.",Alain Brunet,https://open.spotify.com/album/1w71axmi9UJfsKCdEqGdNm 
top-250-58,Cio d’Or,Allemagne,All in All,2015,Semantica Records,Électronique/ambient/techno minimale,"Évoluant dans la scène underground allemande, Cio D’Or explore la profondeur de ce que la techno a à offrir, loin des productions préformatées du dancefloor. Elle réussit le pari de marier avec justesse paysages sonores et puissance du rythme. Tout comme pour son précédent album, Die Faser (2009), elle livre ici un bijou de musique électronique cinématique, sombre et poétique au point de faire sonner les machines de manière organique (elles respirent presque). Tomorrow Was Yesterday en est la parfaite illustration. ",Elsa Fortant,https://semanticarecords.bandcamp.com/album/all-in-all-semantica-73cd
